report_number,driver_at_fault,speed_limit,vehicle_year
DM8388001G,Yes,25,2010
DM8388001G,No,25,2010
MCP30290014,No,30,2003
MCP30290014,No,30,2003
MCP30290014,Yes,30,2017
MCP30310013,Yes,35,2012
MCP30310013,No,35,0
MCP1453004K,Yes,50,1994
MCP2738002F,No,40,2003
MCP2738002F,Yes,40,2002
MCP1233001R,Yes,35,2003
MCP1233001R,No,35,1996
MCP2783001M,No,35,2013
MCP2783001M,Yes,35,2009
MCP2552001X,Yes,35,2009
MCP2552001X,No,35,2008
MCP1182001S,No,35,2012
MCP1182001S,Yes,35,2008
MCP1342001K,No,35,2015
MCP1342001K,Yes,35,2005
MCP1342001K,No,35,2002
MCP1342001K,No,35,2004
MCP2664003F,No,40,2013
MCP2664003F,Yes,30,2009
MCP2664003F,No,30,2005
MCP1022007K,Yes,40,2005
MCP1022007K,No,40,2002
MCP9321001H,Yes,35,2014
MCP9321001H,No,35,2017
MCP2848004W,No,30,2018
MCP2848004W,Yes,30,1997
MCP229800F3,Yes,15,2015
EJ7851002H,No,40,2009
EJ7851002H,Yes,40,2000
MCP28590046,No,30,2009
MCP28590046,No,30,2017
MCP28590046,Yes,30,2016
MCP3020000V,No,50,2004
MCP3020000V,Yes,50,1999
MCP2845002Z,No,40,2016
MCP2845002Z,Yes,40,2015
MCP1417007T,No,35,2015
MCP1417007T,Yes,35,2008
MCP1575005D,No,45,2013
MCP1575005D,Yes,45,2006
MCP2594002K,No,50,2012
HA23990011,Unknown,35,2015
HA23990011,Unknown,35,2011
MCP27240026,Yes,40,2017
MCP27240026,No,40,2012
MCP27240026,No,40,2011
MCP30080010,Yes,40,2006
MCP30080010,No,40,2009
MCP9322000P,Yes,30,2015
MCP9118000Z,Yes,30,2012
DD5508003V,Yes,5,0
MCP2783001L,Yes,10,2011
MCP2783001L,No,10,2011
MCP2001000R,Unknown,45,2006
MCP27670031,Yes,5,2012
MCP2936001Q,Yes,15,2006
MCP3030000M,Yes,35,2009
MCP3030000M,No,35,2002
DM8445001M,Unknown,35,2003
MCP2783001K,Yes,35,2006
MCP2783001K,No,35,2015
MCP2420002C,Yes,30,2005
MCP2420002C,No,30,2009
MCP26930020,Yes,20,2003
MCP2094008Y,No,55,2012
MCP2094008Y,Yes,55,2010
MCP2879001D,Yes,15,2001
MCP3030000L,No,30,2013
MCP3030000L,No,30,2009
MCP30190012,Yes,45,2014
MCP3030000L,Yes,30,2013
MCP3030000L,No,30,2010
MCP30190012,No,45,2015
MCP2905002V,Yes,30,2005
MCP2339002Q,Yes,15,2013
MCP2339002Q,No,15,2015
DD5583002P,No,35,0
DD5583002P,Yes,35,2011
DD5583002P,No,35,2009
MCP27260022,Yes,40,2014
MCP27260022,No,40,1993
MCP1220005D,Yes,55,2003
MCP1220005D,No,55,2017
MCP2664003D,No,40,2016
MCP2664003D,Yes,40,2008
MCP1417007S,Yes,25,2012
MCP1417007S,No,25,2012
MCP2848004V,No,30,2011
MCP2848004V,Yes,30,2005
MCP94170023,Yes,35,2016
MCP94170023,No,35,2011
MCP23960026,Yes,35,2011
MCP06850035,Yes,35,2006
MCP06850035,No,35,2015
MCP9113002S,Unknown,35,2016
MCP9113002S,Unknown,35,2015
MCP2973003F,No,45,2017
MCP2973003F,Yes,45,2000
MCP3045000M,Yes,35,2008
MCP3045000M,No,35,2015
DD56120010,Yes,35,9999
DD56120010,No,35,2003
MCP2425009T,Yes,35,2015
MCP2425009T,No,35,2004
MCP1438004R,No,40,2006
MCP1438004R,Yes,40,2015
MCP2932001H,Yes,35,2014
MCP2932001H,No,35,2004
DD56140032,Yes,40,2008
DD56140032,No,35,2014
MCP2897001F,No,40,2008
DD56170011,Yes,20,2005
MCP28270033,Yes,40,2005
MCP229800F0,Yes,40,2008
MCP229800F0,No,40,2014
MCP2314000R,Yes,35,2007
MCP2314000R,No,35,2015
MCP2314000R,No,35,2009
MCP20080041,No,40,2008
MCP20080041,No,40,2014
MCP20080041,Yes,40,2016
MCP20080041,No,40,2008
MCP20080041,No,40,2016
MCP20080041,No,40,2007
MCP29410025,No,35,2010
MCP29410025,Yes,35,2010
MCP12100020,No,40,2017
MCP12100020,Yes,40,2001
MCP2607002N,No,0,2015
MCP2607002N,Yes,30,2001
MCP2607002N,No,30,2004
MCP2777003N,No,35,2008
MCP2770001T,Yes,45,2012
MCP2777003N,Yes,35,2013
MCP2770001T,No,45,2014
MCP2455001V,No,35,2001
MCP2455001V,Yes,35,2002
MCP2504002H,No,35,2013
MCP2504002H,Yes,35,2011
MCP2631001L,No,30,2013
MCP2631001L,Yes,30,0
DD56140031,Yes,40,2016
DD56140031,No,40,2005
MCP229800DZ,Yes,40,2002
MCP229800DZ,No,40,2014
MCP30310012,Yes,35,2016
MCP30310012,No,35,2010
MCP2946002K,Yes,15,2016
MCP2946002K,No,15,2010
EJ7851002G,No,35,2013
EJ7851002G,Yes,35,2007
MCP30330017,No,35,2007
MCP30330017,Yes,35,2013
MCP1453004J,Yes,40,2006
MCP2970002Z,Yes,30,2015
MCP2970002Z,No,30,2015
MCP2846003B,No,40,1998
MCP2846003B,Yes,40,2015
MCP2583000H,Yes,40,2004
MCP2583000H,No,40,2017
MCP2877003X,Yes,40,2012
MCP2362001Y,No,40,2014
MCP2362001Y,No,40,2008
MCP2362001Y,Yes,40,2009
MCP2877003X,No,40,2000
MCP2877003W,No,40,2011
MCP2877003W,Yes,40,2006
MCP1202002H,Yes,30,2007
MCP1220005C,No,35,2016
MCP1220005C,Yes,35,2015
MCP0113001K,Yes,25,2014
MCP0113001K,No,25,2007
MCP2203001X,No,40,1999
MCP2203001X,Yes,40,2013
MCP23510018,Yes,40,2003
MCP23510018,No,40,2014
MCP2588002Y,Yes,15,2011
EJ7866001T,No,25,1995
EJ7866001T,Yes,25,2006
MCP1202002G,Yes,25,2014
MCP2362001W,Yes,15,1997
MCP31040002,No,30,2008
MCP31040002,Yes,30,2002
MCP0936002C,No,35,2014
MCP0936002C,No,35,2003
MCP0936002C,Yes,35,2009
EJ7862000Q,Yes,10,2005
MCP2975001R,Yes,45,2015
MCP31040003,Yes,40,2014
MCP31040003,No,40,2010
MCP14750017,Yes,15,2005
DD56030045,Yes,35,2013
MCP1210001Z,Yes,25,2017
MCP3039000Z,Yes,30,2017
MCP26120025,Yes,35,2010
MCP2752001X,Yes,35,2016
MCP2752001X,No,35,2006
MCP27670030,Yes,35,2016
MCP27670030,No,35,2013
MCP27670030,No,35,2006
MCP2798003C,Yes,0,2010
MCP2798003C,No,40,2013
DD5621001B,No,40,2015
DD5621001B,Yes,40,2009
MCP2894003S,No,55,2015
MCP2894003S,Yes,55,2008
MCP2588002W,No,15,2006
MCP2436003R,No,25,2011
MCP2436003R,Yes,25,2007
MCP3040000V,Yes,25,2014
MCP2867004B,Yes,40,2009
MCP2867004B,Yes,40,2007
MCP2546002B,Unknown,40,2015
MCP2546002B,Unknown,40,2012
MCP30260017,Yes,5,1996
MCP25860032,Yes,35,2015
MCP9422000F,Yes,35,2012
MCP9422000F,No,35,2007
DD5606004F,Yes,35,2016
MCP3009000P,No,45,2003
MCP3009000P,Yes,45,2011
MCP2737002G,No,45,2003
MCP2737002G,Yes,45,2011
MCP1397000R,Yes,25,2005
EJ78290030,Yes,30,2004
EJ78290030,No,30,1998
MCP2818002Z,Yes,0,2013
MCP3039000Y,Yes,45,2009
MCP3039000Y,No,45,2017
MCP2504002G,Yes,0,2009
MCP2946002J,Yes,45,2007
MCP2946002J,No,45,2006
MCP07040014,Yes,25,2017
MCP07040014,No,25,2014
MCP1358000H,Yes,40,2000
MCP1358000H,No,40,2003
MCP2395000N,Yes,25,2004
MCP3005002N,Unknown,15,1999
MCP3005002N,Unknown,15,2006
MCP2588002X,No,35,2002
MCP2588002X,Yes,35,2013
MCP2357002C,No,35,1998
MCP2357002C,Yes,35,2010
MCP2588002V,Unknown,15,2007
MCP2588002V,Yes,15,2005
MCP2191001S,No,30,2008
MCP2191001S,Yes,30,2015
MCP2959002T,Yes,20,2008
MCP28300038,No,50,2016
MCP28300038,Yes,50,2011
MCP20880005,Yes,30,2017
MCP2688002N,Yes,35,2017
MCP2688002N,No,35,2005
MCP31040001,Yes,30,2002
MCP31040001,No,30,2008
MCP14750016,Yes,15,1999
MCP22280008,No,35,2007
MCP22280008,Yes,35,2008
MCP1472000V,Yes,40,2013
MCP1472000V,No,40,2014
MCP28520018,No,40,2015
MCP28520018,Yes,40,2015
MCP2162002D,Yes,35,2014
MCP2162002D,No,35,2014
MCP2750002W,Yes,25,2014
MCP2750002W,No,25,2005
DM8458000P,Yes,30,1999
DM8458000P,No,30,2001
MCP2905002T,No,35,2012
MCP2905002T,Yes,35,2013
MCP2905002T,No,35,2014
MCP2855001M,No,45,2011
MCP2855001M,Yes,45,1995
MCP28400016,No,30,2013
MCP28400016,Yes,30,2001
MCP2274001J,Yes,15,2008
MCP2394002H,No,40,2017
MCP2394002H,Yes,40,2015
DD5605003Z,Yes,35,2010
MCP2855001K,No,45,1998
MCP2855001K,No,45,1998
MCP2968001L,No,45,2014
MCP2968001L,Yes,45,2010
MCP2728003T,Yes,5,2014
MCP2728003T,No,5,1992
MCP2733000Y,No,30,0
MCP2733000Y,Yes,30,2011
MCP9390000V,Yes,25,2016
MCP9390000V,No,25,2006
MCP2954003K,Yes,5,2002
MCP2198002P,Yes,30,2002
MCP2198002P,No,30,2014
MCP2777003M,Yes,25,2013
MCP2777003M,No,25,2012
MCP26890039,Yes,30,2015
MCP26890039,No,30,2012
MCP27260021,Yes,25,2014
MCP27260021,No,25,2013
DM8458000N,Yes,30,2007
DM8458000N,No,30,2014
MCP3005002M,Yes,40,2002
MCP3005002M,No,40,2014
MCP2425009S,Yes,0,2006
MCP2934002M,Yes,5,2017
MCP26890038,Yes,30,1999
MCP13340054,No,35,2014
MCP13340054,Yes,35,2014
MCP1309000L,Yes,10,2004
MCP1020002D,No,30,2010
MCP1020002D,No,30,2011
DD5606004D,Yes,10,2016
MCP2816001W,No,30,2014
MCP2816001W,Yes,30,2002
MCP2108000H,Yes,25,2016
MCP271700CM,Yes,25,2015
MCP271700CM,No,25,1999
MCP15050014,No,30,2016
MCP15050014,Yes,30,2012
DD56230002,Yes,0,2016
MCP26350042,Yes,5,1995
MCP2954003J,Yes,25,2002
MCP2954003J,No,25,2014
MCP271700CL,Yes,25,2011
MCP271700CL,No,25,2015
MCP229800F2,Yes,40,2011
MCP229800F2,No,40,1997
MCP229800F2,No,40,2016
MCP1438004Q,Yes,25,0
MCP2702001N,No,45,2014
MCP2702001N,Yes,45,2014
MCP2722002K,Yes,40,2017
MCP2722002K,No,40,2012
DM84510019,Yes,30,2004
DM84510019,No,30,2001
MCP25260015,Yes,30,2015
MCP25260015,No,30,2015
MCP25260015,No,30,2015
MCP2339002P,No,35,2013
MCP2339002P,No,30,2011
MCP2339002P,Yes,35,2008
DM8445001J,Yes,35,0
DM8445001J,No,35,2011
MCP2386001G,Yes,40,1900
MCP2386001G,No,40,2001
MCP2905002S,No,45,2016
MCP2905002S,Yes,45,2012
MCP29190036,No,25,2015
MCP29190036,Yes,25,2015
DD5612000Z,Yes,25,2016
EJ7854001G,Yes,25,2003
EJ7854001G,No,25,2001
MCP2991001X,Yes,0,2007
MCP2973003D,No,45,2008
MCP2973003D,Yes,45,2015
MCP1148001T,No,5,2011
MCP1148001T,Yes,5,2011
MCP1220005B,Yes,35,2003
MCP1220005B,No,35,2016
MCP2934002K,Yes,40,2008
MCP2934002K,No,40,2016
MCP2664003C,No,40,2006
MCP2664003C,Yes,40,2008
MCP9365000S,Yes,15,2012
MCP2845002Y,No,30,2001
MCP1170001X,Yes,15,1999
MCP2791003D,No,25,2005
MCP2791003D,Yes,30,2017
EJ7846002C,Yes,5,0
MCP2000000M,Yes,15,2012
MCP22280007,No,25,2012
MCP22280007,Yes,25,2016
MCP2412000J,No,30,2014
MCP2412000J,Yes,30,2015
MCP14330017,Yes,40,2000
MCP14330017,No,40,2004
MCP2789003K,No,35,2008
MCP2789003K,Yes,35,1994
MCP2425009R,Yes,0,2008
MCP2564001D,Yes,35,2008
MCP2564001D,No,35,2015
MCP2866003R,Yes,30,2000
MCP2425009Q,Unknown,35,2001
MCP2425009Q,Unknown,35,2013
MCP3039000X,No,35,0
MCP3039000X,Yes,35,2011
MCP2783001H,No,30,2015
MCP2783001H,No,30,2011
MCP2783001H,Yes,30,2017
MCP30290013,Yes,5,2002
MCP2992001B,Yes,50,2009
MCP2992001B,No,50,2014
MCP30290012,Yes,30,2005
MCP30290012,No,30,1999
MCP0113001J,Yes,25,2014
MCP0113001J,No,25,2012
DD5538002X,No,35,2015
DD5538002X,No,35,2006
DD5538002X,Yes,35,2016
MCP2845002X,Yes,10,2011
MCP30210010,Yes,35,2016
MCP30210010,No,35,2007
MCP2971002S,Yes,30,2006
MCP2971002S,No,30,2013
MCP2583000F,Yes,35,2015
DM8378000X,Yes,30,2008
DM8378000X,No,30,2006
MCP271700CK,Yes,25,2006
MCP271700CK,No,25,2015
MCP30420011,No,35,2010
MCP30420011,Yes,35,2004
MCP1022007J,Yes,35,2005
MCP1022007J,No,35,2016
MCP3021000Z,No,50,2017
MCP3021000Z,Yes,50,2015
MCP3021000Z,No,50,2009
MCP3021000Z,No,50,2011
MCP1417007R,Yes,35,2006
MCP1417007R,No,35,2005
DD56030044,No,40,2001
DD56030044,Yes,40,2009
DD56030044,No,40,2011
MCP3020000T,Yes,25,0
MCP3004001P,Yes,25,0
MCP2504002F,Yes,45,2005
MCP2504002F,No,45,2010
MCP2740003B,Unknown,40,2000
MCP2740003B,Unknown,25,2015
DM8386000V,Yes,20,1998
MCP3039000W,Yes,30,2017
MCP3039000W,No,30,2016
MCP20080040,Yes,35,2014
MCP20080040,No,35,2013
MCP2504002D,No,25,2005
MCP2504002D,Yes,25,2002
MCP29920019,No,35,2017
MCP29920019,Yes,35,1994
MCP29920019,No,35,2012
MCP2722002J,No,45,2016
MCP2722002J,Yes,45,2013
MCP2722002J,No,45,1999
MCP271700CH,No,30,2012
MCP271700CH,Yes,30,2015
MCP2703001H,Yes,40,2004
MCP2703001H,No,40,2012
MCP3003001K,No,40,2013
MCP3003001K,Yes,40,2015
MCP24220026,Unknown,35,1987
MCP24220026,Unknown,35,2017
DD5605003X,Yes,25,0
MCP1170001Y,Yes,35,1999
MCP1170001Y,No,35,2002
MCP1170001Y,No,35,2014
DD56210019,Yes,40,2006
MCP21950018,Yes,40,2008
MCP21950018,No,40,2008
MCP30260016,No,35,2008
MCP30260016,Yes,35,2016
MCP1170001W,Yes,45,2010
MCP1170001W,No,45,2004
MCP2116006M,No,50,2011
MCP2116006M,Yes,50,2006
MCP2260001R,Yes,5,2015
MCP2790001D,No,40,2016
MCP2790001D,No,40,2011
MCP2790001D,Yes,40,2007
MCP2897001D,Yes,45,2008
MCP2897001D,No,45,2003
MCP28400015,Yes,25,2000
MCP1563003X,Yes,25,2015
MCP1563003X,No,25,2017
MCP30370014,Yes,40,2007
MCP30370014,No,40,2008
MCP2607002M,No,35,2005
MCP2607002M,Yes,25,2012
EJ7833003R,No,50,2013
EJ7833003R,Yes,50,2004
MCP3039000V,No,30,2004
MCP3039000V,No,30,2013
MCP3039000V,Yes,30,2007
EJ7865001B,No,35,2011
EJ7865001B,Yes,35,2003
MCP1568000P,Yes,50,2005
MCP2914004Z,Yes,40,2011
MCP2914004Z,No,40,2001
MCP25860031,No,40,2016
MCP25860031,No,40,2011
MCP25860031,Yes,40,2016
MCP2425009P,Yes,40,2017
MCP2425009P,No,40,2002
MCP3004001N,No,25,2017
MCP3004001N,Yes,25,2017
MCP2995001Y,Yes,25,2005
MCP3039000T,No,15,2015
MCP29140051,No,40,2004
MCP29140051,Yes,40,2010
MCP3039000T,Yes,15,2017
DM8437001S,Yes,35,2000
DM8437001S,No,35,2011
MCP3004001M,Yes,5,2012
MCP3004001M,Yes,5,2014
MCP2358003K,Yes,35,2016
MCP2358003K,No,35,2015
DD5612000Y,Yes,0,0
MCP271700CG,No,40,2014
MCP271700CG,Yes,40,2015
MCP23530045,Yes,15,2008
MCP1202002D,Yes,40,2014
MCP1202002D,No,40,1999
MCP2436003Q,Yes,0,2008
MCP1575005C,No,0,1991
MCP1575005C,Yes,0,2016
MCP3016001B,No,40,2005
MCP3016001B,Yes,40,2004
MCP21950017,Yes,0,2011
DD5508003T,No,30,2012
DD5508003T,Yes,30,2008
MCP21950016,Yes,5,2003
MCP21950016,No,5,2005
DD56210018,No,35,2007
DD56210018,Yes,35,2015
MCP2749001S,Yes,35,2006
MCP2749001S,No,35,2014
DD5508003S,Yes,30,2003
DD5508003S,No,30,2008
DD5508003S,No,30,2012
MCP2749001T,No,35,2009
MCP2749001T,Yes,35,2010
MCP2362001V,Yes,40,2017
MCP2362001V,No,40,2013
MCP9366000X,Yes,25,2012
EJ7857001C,Yes,25,2001
MCP08990026,No,25,2003
MCP08990026,Yes,25,2003
MCP2826001B,No,15,2004
MCP2826001B,Yes,15,1998
MCP2855001J,No,30,2007
MCP2855001J,Yes,30,1996
MCP2914004Y,Yes,40,2008
MCP2914004Y,No,40,2014
MCP2656001Z,Yes,25,1998
MCP2656001Z,No,25,2009
MCP27990030,No,30,1989
MCP27990030,Yes,30,2013
MCP28930035,Yes,40,2017
MCP28930035,No,40,2010
MCP2686001Z,Yes,10,0
DD5610002X,Yes,25,1998
DD5610002X,No,25,2015
MCP1305001G,No,35,2003
MCP2891003X,No,35,2015
MCP2891003X,No,35,2005
MCP2891003X,Yes,35,2012
MCP3045000L,No,35,2015
MCP3045000L,Yes,35,2007
MCP3005002L,No,40,2005
MCP3005002L,Yes,40,2006
MCP3005002L,No,40,2007
MCP2986001Y,Unknown,35,2004
MCP2986001Y,Unknown,35,2009
MCP2952003Z,Yes,30,2005
MCP1035000J,No,30,2016
MCP2699000T,No,35,2013
MCP27600016,No,30,2005
MCP27600016,Yes,30,2008
MCP28930034,Unknown,40,2008
MCP2904003P,No,25,2017
MCP2904003P,Yes,25,2005
MCP2162002C,Yes,35,2014
MCP14830009,Yes,40,2002
MCP14830009,No,40,2001
MCP2750002V,No,35,2003
MCP2750002V,Yes,35,2008
MCP2588002T,Unknown,5,2007
MCP2588002T,Unknown,5,2013
MCP1309000K,Yes,10,2000
MCP1309000K,No,10,2017
MCP3023000W,No,25,2010
MCP3023000W,Yes,25,2000
MCP28300037,Yes,30,2000
MCP28300037,No,30,2010
DD56210017,No,25,2008
DD56210017,Yes,25,2006
DD56210017,No,25,2004
DD56170010,Unknown,40,2016
DD56170010,Unknown,40,2016
MCP11740027,Yes,0,2017
MCP2848004T,Yes,30,2006
MCP27600015,Yes,30,2017
MCP27600015,No,30,2012
MCP2534001W,Yes,25,2008
MCP28690026,No,35,1997
MCP28690026,Yes,35,2012
MCP1563003W,Yes,35,2009
MCP1563003W,No,35,2014
MCP25860030,No,25,2012
MCP25860030,Yes,25,2004
MCP2736004X,No,35,1998
MCP2736004X,Yes,35,2017
MCP26150020,No,40,2015
MCP26150020,Yes,40,2000
MCP1554002B,Yes,45,2016
MCP1554002B,No,45,2017
MCP2515001B,No,35,1999
MCP2515001B,Yes,35,2006
MCP30290011,No,40,2002
MCP30290011,Yes,40,2009
DD5610002W,Yes,35,2015
DD5610002W,Yes,35,2008
DD5610002W,No,35,2016
MCP2565004L,Yes,25,2004
MCP2565004L,No,25,2015
MCP2970002Y,No,40,2016
MCP2970002Y,Yes,40,2017
MCP12050034,No,25,2015
MCP12050034,Yes,25,2011
MCP0973000N,Yes,30,2014
MCP0973000N,No,30,2016
MCP29520040,Yes,30,2015
MCP2952003Y,Yes,35,2017
MCP2952003Y,No,35,2014
MCP2952003Y,No,35,2012
MCP2656001Y,Unknown,35,0
MCP2094008X,No,35,2011
MCP2094008X,No,35,2011
MCP2094008X,Yes,35,2003
MCP28300036,Yes,25,2011
MCP1575005B,No,30,2012
MCP1575005B,Yes,30,1993
MCP24730011,Yes,40,2006
MCP1438004P,No,45,2000
MCP1438004P,Yes,45,2005
MCP2290000T,Yes,40,2014
MCP2290000T,No,40,2010
MCP28590044,No,30,2017
MCP28590044,Yes,30,1998
MCP15190025,No,30,2009
MCP15190025,Yes,30,2016
MCP15190025,No,30,2012
EJ7866001R,No,35,2006
EJ7866001R,No,35,2008
EJ7866001R,Yes,35,2011
MCP29230031,No,35,2012
MCP29230031,No,35,2013
MCP29230031,Yes,35,2015
MCP2962001J,Yes,35,2001
MCP2962001J,No,35,2012
MCP30260015,Yes,35,2015
MCP30260015,No,35,2011
MCP2094008V,Yes,35,2009
MCP2094008T,Yes,30,2003
MCP2094008T,No,30,2002
MCP2916001L,Yes,25,2012
MCP2916001L,No,25,1997
MCP25680008,Yes,35,2009
DD5606004C,Yes,45,2017
HA24360003,Yes,25,2000
MCP2623002V,Yes,40,2004
MCP1268000J,Yes,35,2005
MCP1354000P,Yes,35,2002
MCP2641000W,No,25,2014
MCP2641000W,Yes,25,2003
MCP24640012,No,40,2011
MCP24640012,Yes,40,2002
MCP25150019,No,30,2013
MCP25150019,Yes,30,2010
MCP2455001T,Yes,15,2009
MCP30290010,Yes,5,2013
MCP30290010,No,5,2015
DD5595004D,Yes,25,2016
DD56230001,No,40,2004
DD56230001,Yes,40,2004
MCP2676002S,Yes,45,2002
MCP24460030,Yes,25,1999
MCP24460030,No,25,2014
EJ78630015,Yes,25,2014
EJ78630015,No,25,2011
MCP2348002T,Yes,35,2005
MCP2348002T,No,35,2014
HA2412000F,No,25,2010
HA2412000F,Yes,25,1998
MCP1382003F,No,35,2012
MCP1382003F,Yes,35,2001
HA2412000F,Yes,30,2007
MCP2631001K,No,45,2015
MCP2631001K,No,45,2016
MCP2631001K,Yes,45,2005
DD5508003R,No,35,2017
DD5508003R,No,35,2002
DD5508003R,Yes,35,2010
MCP24220025,Yes,35,2012
MCP2749001R,No,35,2005
MCP2749001R,Yes,35,2004
MCP2278001V,Yes,35,2006
DM8456000Y,Yes,10,2008
DM8437001Q,Yes,25,1994
DM8437001Q,No,25,2012
MCP27800033,Yes,40,1998
MCP28200031,Yes,30,2009
MCP28200031,No,30,2005
MCP137800HG,Yes,40,2013
MCP137800HG,No,40,2004
MCP2116006L,Yes,15,2007
MCP1550002N,Yes,55,2008
MCP9113002P,Yes,30,2009
DM8388001F,Yes,30,2005
MCP9106001G,No,30,2011
MCP9106001G,Yes,30,2017
HA2377000L,Yes,25,2002
MCP2672000Q,Yes,0,2014
MCP21950015,No,55,2011
MCP21950015,Yes,55,2016
MCP21950015,No,55,2004
MCP1565002F,Yes,30,2009
MCP1565002F,No,30,2017
MCP2016001V,Yes,40,2012
MCP2016001V,No,40,2015
MCP2278001W,Yes,35,1995
MCP2278001W,No,35,2010
MCP28590043,No,30,2015
MCP28590043,Yes,30,2015
MCP2637001S,Yes,30,2014
MCP3020000S,Yes,40,2007
MCP3020000S,No,25,2015
MCP2290000S,No,35,2002
MCP2290000S,Yes,35,2013
MCP1268000H,Yes,35,2016
MCP16040013,Yes,40,2004
MCP2582001L,Yes,25,2017
MCP2466001W,No,45,2010
MCP2733000X,No,35,1996
MCP2733000X,Yes,20,2016
DD5602000P,No,25,2016
DD5602000P,Yes,40,1998
DD5502003D,Yes,40,1998
DD5502003D,No,40,2014
MCP15540029,Yes,45,2015
MCP15540029,No,45,2007
MCP15540029,No,45,2014
MCP29640025,No,35,2007
MCP26080024,No,30,2005
MCP26080024,Yes,30,0
MCP2728003S,No,25,2008
MCP2728003S,Yes,25,2016
EJ78630014,No,30,1992
EJ78630014,Yes,30,2014
DD5582001B,No,25,2015
DD5582001B,Yes,25,1999
EJ78650019,Yes,15,2016
EJ78650019,No,15,2015
MCP3024000R,No,40,2017
MCP3024000R,Yes,40,2012
MCP29780020,Yes,40,2008
MCP29780020,No,40,2012
MCP29780020,No,40,2017
MCP26870026,No,25,2011
MCP26870026,Yes,25,2007
MCP29780020,No,40,2010
MCP3004001L,No,25,1999
MCP3004001L,Yes,25,2016
MCP15050013,Yes,5,2017
MCP2559001X,Yes,25,2011
MCP2594002J,Yes,40,2012
MCP2594002J,No,40,2005
MCP2094008S,Yes,40,2010
MCP2094008S,No,40,2007
MCP9130003G,No,30,2003
MCP9130003G,Yes,30,2006
MCP1399000H,No,15,1996
MCP1399000H,Yes,15,2015
MCP28590041,No,35,2015
MCP28590041,Yes,35,1990
MCP1221003K,Yes,25,2001
MCP06850034,No,40,2015
MCP06850034,Yes,40,2015
MCP1550002M,No,45,2013
MCP1550002M,No,45,2011
MCP1550002M,Yes,45,2017
MCP1550002M,No,45,2011
MCP3021000Y,Yes,40,2015
EJ77470031,Yes,50,2007
MCP30160019,Yes,40,2013
MCP30160019,No,40,2010
MCP9118000W,Yes,30,1999
MCP9118000W,No,30,2006
MCP2728003Q,Yes,25,2009
MCP2728003Q,No,30,2017
MCP2395000M,Yes,40,2016
MCP15540028,Yes,35,2000
MCP30370013,No,35,2012
MCP30370013,Yes,35,2001
EJ78650018,Yes,15,2014
MCP2823002X,Yes,35,2011
MCP30310011,Yes,35,2015
MCP2823002X,No,35,2013
MCP2823002X,No,40,2010
MCP2048001B,No,50,2016
MCP2048001B,Yes,50,2002
DD56140030,Yes,40,2006
DD56140030,No,40,2003
MCP1213002P,No,40,2003
MCP2666001X,Yes,5,2016
MCP1213002P,Yes,40,2003
MCP2466001V,Yes,40,2005
MCP2466001V,No,40,2010
MCP2420002B,Yes,20,2015
MCP2910003V,Yes,10,2016
MCP2031000Q,Yes,40,1995
MCP2031000Q,Yes,40,2012
MCP28590040,No,30,2005
MCP28590040,Yes,30,2017
MCP2102000S,Yes,35,2003
MCP2102000S,No,35,2014
MCP2603000V,Yes,5,2011
MCP9442000Z,Yes,30,2010
MCP9442000Z,No,30,2005
MCP9130003F,No,40,1999
MCP2845002W,Yes,40,2004
MCP9130003F,No,40,2006
MCP9130003F,Yes,40,2005
MCP9130003F,No,40,2010
MCP2845002W,No,40,2012
MCP14750015,No,30,2005
MCP2976002M,Yes,35,1999
MCP2962001H,Yes,25,2017
MCP2962001H,No,25,2011
EJ78560037,No,35,2008
EJ78560037,Yes,35,2011
MCP9118000X,No,35,2017
MCP9118000X,Yes,35,2004
MCP23350010,Yes,25,0
MCP9118000Y,Yes,30,2011
DD55750016,Yes,25,2017
DD55820018,No,25,2011
DD55820018,Yes,25,2015
MCP2513000M,Yes,25,2009
MCP20820011,No,25,2005
MCP20820011,Yes,25,2015
MCP30160018,Yes,40,2012
MCP27980039,No,40,2010
MCP27980039,Yes,40,2008
MCP2968001K,Yes,25,2003
MCP30310010,Yes,45,2017
MCP137800HF,Yes,30,2014
MCP137800HF,No,30,2002
MCP30500015,Yes,35,2016
MCP30500015,No,35,2000
MCP2339002N,Yes,50,2016
MCP2339002N,No,50,2016
EJ7818000J,Yes,30,2017
EJ7818000J,No,30,2006
EJ7833003Q,Yes,15,2003
DM8378000T,Yes,25,2002
MCP27980038,No,0,2007
MCP2904003N,Yes,40,2014
MCP2904003N,Yes,40,2016
MCP137800HD,Yes,50,2006
MCP137800HD,No,50,2013
MCP137800HD,No,50,2010
MCP20590044,Yes,10,2010
MCP11190041,Yes,40,2005
MCP11190041,No,40,2009
MCP1453004H,Yes,30,2004
MCP30480016,Yes,35,2007
MCP30480016,No,35,2014
MCP28460038,No,40,2011
MCP28460038,Yes,40,2007
MCP94170022,Yes,0,2001
MCP9422000D,No,35,2013
MCP9422000D,No,35,2012
MCP9422000D,Yes,35,2001
MCP9422000D,No,35,2014
MCP1453004G,No,0,2007
MCP1453004G,Yes,0,2001
MCP2848004R,No,30,2013
MCP2848004R,Yes,30,2016
MCP3023000V,No,40,2009
MCP3023000V,Yes,40,2003
MCP28300035,Yes,30,2011
MCP28300035,No,30,2003
